wl_home,fga_home,fg_pct_home,fg3a_home,fg3_pct_home,fta_home,ft_pct_home,oreb_home,dreb_home,stl_home,blk_home,tov_home,fga_away,fg_pct_away,fg3a_away,fg3_pct_away,fta_away,ft_pct_away,oreb_away,dreb_away,stl_away,blk_away,tov_away
W,98,0.531,37,0.432,20,0.8,13,38,8,6,11,89,0.438,33,0.303,19,0.947,9,28,4,4,15
W,91,0.527,46,0.5,15,0.867,9,32,9,1,14,84,0.512,40,0.475,15,0.933,4,33,6,5,16
L,86,0.488,35,0.4,23,0.87,6,30,7,2,14,91,0.495,44,0.409,21,0.905,9,34,8,1,12
L,90,0.456,31,0.419,30,0.767,13,25,7,2,5,87,0.494,43,0.465,25,0.96,14,33,1,4,12
W,95,0.505,39,0.385,24,0.875,7,31,12,1,10,83,0.494,51,0.412,22,0.682,7,33,6,4,23
L,87,0.552,20,0.3,13,0.769,4,34,4,6,11,85,0.506,34,0.353,19,0.789,5,33,3,7,10
L,91,0.429,41,0.293,19,0.632,14,37,4,7,16,90,0.444,31,0.387,26,0.769,11,39,5,7,9
W,85,0.506,44,0.386,42,0.881,8,33,3,6,8,89,0.461,42,0.333,33,0.818,13,26,3,2,9
W,88,0.523,32,0.438,21,0.714,11,33,13,6,17,84,0.452,31,0.226,23,0.739,10,29,8,6,20
W,89,0.539,39,0.333,19,0.526,12,29,10,5,16,84,0.488,29,0.241,34,0.794,10,29,7,2,13
L,93,0.516,26,0.385,20,0.65,11,29,1,3,10,89,0.551,30,0.467,25,0.8,7,31,5,2,6
L,83,0.446,44,0.409,15,0.8,9,29,4,4,12,88,0.455,30,0.4,31,0.806,18,34,3,6,8
L,88,0.466,27,0.296,19,0.842,10,36,3,2,11,99,0.475,53,0.358,10,0.9,14,32,8,4,7
W,87,0.517,22,0.5,12,0.833,13,38,9,3,11,84,0.405,48,0.396,12,0.667,7,25,7,2,10
L,87,0.414,29,0.241,30,0.8,11,32,9,3,14,84,0.512,27,0.407,18,0.944,5,35,6,4,12
L,103,0.369,47,0.234,28,0.893,16,33,5,8,20,87,0.552,32,0.375,28,0.786,7,38,11,8,16
W,88,0.557,41,0.415,22,0.955,10,37,7,4,12,82,0.524,46,0.478,19,0.579,2,23,4,3,11
W,80,0.563,28,0.321,15,0.733,4,27,10,5,15,76,0.487,28,0.286,23,0.87,8,32,5,2,18
L,90,0.478,40,0.3,23,0.826,10,38,5,6,12,89,0.449,39,0.436,26,0.808,9,28,5,5,8
L,90,0.478,30,0.233,24,0.708,7,35,7,3,13,86,0.488,31,0.355,30,0.7,8,40,7,3,17
L,93,0.387,42,0.31,26,0.885,12,38,3,4,8,92,0.446,29,0.276,31,0.71,14,40,3,6,7
L,101,0.396,30,0.233,29,0.828,19,32,8,9,12,94,0.436,33,0.485,21,0.714,14,36,6,9,14
L,88,0.455,22,0.364,34,0.735,7,31,6,3,15,101,0.545,48,0.375,20,0.8,12,43,9,6,13
W,90,0.522,28,0.357,20,0.85,4,33,13,3,15,86,0.477,23,0.609,24,0.833,9,34,10,3,19
L,85,0.447,38,0.316,24,0.917,10,32,7,5,16,92,0.511,33,0.333,22,0.864,12,34,12,6,11
W,83,0.434,35,0.314,40,0.725,17,42,9,11,24,96,0.438,36,0.389,16,0.625,11,29,13,3,15
L,87,0.471,29,0.345,14,0.786,11,32,6,3,12,82,0.5,33,0.424,25,0.76,10,33,7,4,11
W,86,0.547,40,0.5,29,0.862,14,32,10,8,14,91,0.473,37,0.324,25,0.64,12,22,10,4,15
W,95,0.442,34,0.265,16,0.938,18,43,8,1,13,87,0.402,57,0.386,15,0.667,8,31,10,2,11
L,84,0.452,34,0.382,11,0.818,4,27,8,9,12,86,0.477,36,0.333,17,0.882,12,36,4,6,14
W,83,0.518,28,0.357,36,0.778,8,24,15,4,9,77,0.532,33,0.394,27,0.704,9,33,6,5,22
L,78,0.513,33,0.333,29,0.759,5,31,6,4,17,89,0.494,22,0.318,31,0.774,12,32,6,1,11
L,112,0.393,41,0.244,27,0.63,14,42,7,4,10,96,0.5,42,0.333,17,0.529,3,51,4,9,19
L,88,0.443,36,0.306,27,0.926,9,30,4,3,17,86,0.512,33,0.424,33,0.939,5,34,7,6,11
W,94,0.479,48,0.396,31,0.839,9,36,4,4,9,96,0.458,41,0.39,17,0.647,8,40,7,3,14
W,85,0.565,34,0.441,21,0.714,7,31,9,4,11,90,0.433,32,0.281,14,0.714,15,29,4,2,20
W,101,0.515,22,0.636,25,0.68,17,40,6,8,14,107,0.467,34,0.324,23,0.783,17,31,7,11,12
L,87,0.448,30,0.367,18,0.889,6,35,5,3,11,98,0.459,48,0.375,11,0.545,14,43,6,4,11
W,84,0.452,42,0.357,33,0.848,12,38,9,4,15,90,0.478,39,0.308,21,0.714,8,33,8,5,13
W,91,0.484,44,0.341,25,0.88,11,39,7,5,9,87,0.517,30,0.367,17,0.765,4,29,5,4,9
W,82,0.463,23,0.304,21,0.81,12,40,5,3,18,88,0.466,29,0.31,9,0.667,8,31,7,6,12
W,80,0.6,32,0.531,28,0.786,7,31,10,7,17,88,0.489,33,0.485,21,0.762,13,23,7,2,19
L,87,0.483,35,0.171,19,0.842,13,30,10,7,17,78,0.513,24,0.375,25,0.8,6,29,10,2,16
L,96,0.385,48,0.375,27,0.778,16,29,13,2,17,90,0.456,31,0.452,31,0.935,19,38,5,7,22
W,86,0.453,31,0.387,30,0.767,12,34,7,4,10,69,0.435,38,0.316,36,0.806,3,29,5,6,12
W,89,0.607,31,0.355,30,0.933,10,45,7,8,19,89,0.404,39,0.359,36,0.833,3,23,9,5,11
W,87,0.437,36,0.278,37,0.811,15,39,3,3,16,90,0.467,37,0.27,24,0.833,7,30,7,7,5
W,91,0.495,44,0.455,27,0.815,18,31,4,4,11,86,0.547,35,0.429,15,0.733,6,28,6,4,10
W,79,0.392,33,0.303,40,1,13,28,10,4,20,91,0.484,35,0.257,21,0.667,14,30,8,3,19
L,100,0.38,41,0.268,22,0.909,18,30,8,1,7,89,0.438,49,0.388,18,0.778,12,36,3,5,14
W,91,0.495,26,0.423,35,0.571,11,39,9,7,14,97,0.454,32,0.344,16,0.875,12,30,8,1,14
W,99,0.465,42,0.357,17,0.882,14,41,7,11,17,93,0.441,28,0.286,25,0.76,11,33,12,2,14
L,82,0.512,34,0.412,18,0.778,7,30,5,1,20,93,0.527,26,0.385,31,0.774,12,32,9,5,10
W,87,0.437,41,0.268,21,0.952,9,41,2,7,9,86,0.453,35,0.343,14,0.643,6,36,6,1,8
W,97,0.536,46,0.5,12,0.75,11,37,4,1,11,90,0.456,44,0.318,20,0.75,9,32,7,7,13
L,92,0.413,35,0.371,17,0.706,16,25,8,4,12,76,0.513,33,0.364,15,0.8,6,34,8,8,19
L,87,0.506,23,0.348,18,0.833,10,33,9,2,23,94,0.489,37,0.297,23,0.87,14,30,12,5,14
W,95,0.484,28,0.429,20,0.8,13,35,5,8,8,73,0.425,39,0.359,42,0.786,8,31,3,1,13
L,84,0.44,26,0.538,11,0.909,6,30,7,2,16,78,0.577,29,0.379,17,0.647,3,36,8,5,14
L,95,0.389,30,0.333,31,0.774,21,38,6,5,11,89,0.494,26,0.308,20,0.8,7,36,7,9,9
W,87,0.437,38,0.342,33,0.818,8,33,14,7,16,88,0.432,33,0.333,27,0.889,13,36,8,4,18
W,102,0.451,38,0.395,22,0.727,13,26,16,7,10,88,0.511,32,0.313,22,0.818,8,38,7,9,21
W,91,0.44,31,0.387,29,0.862,13,28,12,8,10,76,0.447,30,0.3,37,0.757,10,32,5,4,24
L,89,0.427,36,0.306,15,0.6,12,29,8,7,20,80,0.475,28,0.357,22,0.818,9,35,8,4,19
L,86,0.523,32,0.438,37,0.811,13,21,5,4,14,82,0.61,21,0.429,33,0.818,10,28,4,3,17
W,83,0.53,28,0.464,32,0.781,7,37,4,4,10,93,0.495,41,0.293,18,0.778,7,32,6,2,10
L,88,0.375,58,0.31,21,0.81,11,38,7,1,16,87,0.506,32,0.406,24,0.583,7,37,12,2,11
L,100,0.49,25,0.28,14,0.786,12,39,6,3,13,95,0.495,34,0.441,18,0.667,8,35,6,10,14
W,74,0.568,29,0.448,38,0.789,5,34,5,7,17,94,0.479,29,0.172,35,0.629,15,29,14,4,13
W,81,0.556,24,0.375,26,0.846,7,37,8,4,18,93,0.473,31,0.355,17,0.588,15,22,11,0,16
W,93,0.548,35,0.457,16,0.75,7,44,6,5,18,96,0.458,31,0.29,22,0.773,7,32,8,5,12
L,88,0.398,29,0.414,25,0.8,14,37,7,4,16,85,0.435,33,0.455,20,0.95,10,33,8,12,13
L,92,0.435,41,0.439,18,0.778,12,26,6,3,7,84,0.571,34,0.588,17,0.588,8,37,3,4,12
W,84,0.452,25,0.28,28,0.893,4,37,11,6,14,94,0.404,33,0.273,17,0.824,12,40,5,1,18
L,83,0.422,29,0.345,35,0.8,12,34,7,3,7,83,0.47,37,0.432,26,0.692,13,38,3,4,13
L,84,0.44,48,0.417,24,0.625,12,33,5,4,17,102,0.52,48,0.417,19,0.632,13,36,11,3,5
W,98,0.51,37,0.459,14,0.714,11,30,9,6,10,79,0.481,24,0.292,36,0.75,11,35,6,2,20
W,81,0.531,35,0.486,23,0.783,13,36,5,4,14,88,0.455,26,0.385,32,0.563,18,22,7,5,7
W,81,0.568,35,0.371,29,0.793,10,35,4,7,20,100,0.44,25,0.36,27,0.667,18,22,13,3,10
L,82,0.415,23,0.261,25,0.88,8,36,5,2,14,78,0.423,38,0.316,31,0.839,5,32,10,3,13
L,90,0.378,32,0.219,25,0.8,11,31,4,3,11,84,0.488,43,0.372,31,0.839,10,42,6,8,11
L,92,0.413,42,0.357,26,0.885,14,35,4,3,15,93,0.495,48,0.396,21,0.952,9,33,10,5,8
W,89,0.506,36,0.389,21,0.857,10,47,6,5,12,91,0.374,37,0.135,25,0.72,8,33,7,3,8
L,84,0.464,36,0.306,30,0.867,7,32,6,3,11,92,0.522,36,0.333,23,0.652,9,40,5,3,13
W,81,0.519,33,0.394,36,0.806,13,36,6,5,17,89,0.404,37,0.405,31,0.903,9,24,9,3,9
W,77,0.39,36,0.306,23,0.826,7,39,9,4,15,81,0.395,28,0.357,18,0.778,8,41,8,3,15
W,98,0.49,36,0.389,22,0.864,14,32,4,7,11,95,0.474,36,0.361,26,0.885,13,32,7,8,13
W,81,0.494,27,0.296,30,0.8,9,33,10,4,17,95,0.453,29,0.276,21,0.714,14,29,9,4,13
L,87,0.517,40,0.375,15,0.933,9,31,3,4,14,92,0.489,36,0.444,23,0.696,11,30,9,1,10
L,88,0.466,25,0.4,27,0.926,10,32,9,3,11,84,0.536,30,0.333,22,0.909,7,37,9,4,16
W,76,0.513,24,0.375,36,0.722,8,25,8,6,15,75,0.44,29,0.31,42,0.738,12,27,8,7,18
W,81,0.531,20,0.4,29,0.931,6,40,7,7,17,91,0.462,37,0.324,21,0.762,5,29,9,7,11
L,116,0.328,46,0.196,20,0.8,14,33,10,4,9,88,0.398,39,0.333,30,0.7,13,60,4,4,28
W,89,0.461,38,0.368,26,0.885,15,36,6,6,15,88,0.443,38,0.316,27,0.667,12,31,10,4,13
L,94,0.404,38,0.289,24,0.833,10,34,11,8,12,94,0.5,30,0.3,37,0.757,11,48,10,8,14
W,94,0.479,31,0.323,26,0.654,14,33,7,6,14,82,0.5,28,0.393,26,0.808,9,29,5,3,17
W,98,0.592,40,0.5,22,0.636,9,35,14,3,13,88,0.455,40,0.3,31,0.806,11,27,4,7,17
W,100,0.48,40,0.275,17,0.941,15,34,8,6,12,97,0.433,27,0.296,23,0.913,14,32,9,4,10
L,88,0.432,44,0.295,29,0.897,12,32,9,3,16,86,0.535,32,0.281,18,0.889,7,33,7,4,18
W,121,0.446,59,0.322,24,0.667,23,46,9,6,19,109,0.486,35,0.314,29,0.828,10,43,9,10,13
L,82,0.463,29,0.31,29,0.724,8,38,4,4,10,81,0.42,43,0.302,34,0.882,8,33,8,6,8
L,67,0.433,29,0.414,34,0.882,3,31,7,1,15,85,0.459,36,0.333,24,0.833,12,36,7,2,11
W,93,0.624,20,0.55,15,0.8,7,38,13,7,13,97,0.433,31,0.258,18,0.611,15,28,5,4,18
W,92,0.522,46,0.348,45,0.733,13,34,1,3,10,95,0.495,33,0.303,34,0.882,6,36,8,2,7
W,87,0.517,36,0.361,27,0.778,11,30,7,4,12,91,0.462,29,0.379,20,0.8,18,27,8,1,15
W,84,0.571,31,0.452,35,0.714,6,38,16,6,18,82,0.415,18,0.333,41,0.78,9,36,8,4,21
W,74,0.486,33,0.394,25,0.68,5,40,1,2,8,87,0.391,37,0.27,7,0.714,5,31,4,0,8
W,93,0.484,27,0.37,26,0.846,15,35,4,2,13,91,0.451,42,0.333,23,0.783,12,24,5,11,11
L,93,0.452,32,0.344,29,0.69,8,39,8,7,14,93,0.484,30,0.333,30,0.7,9,44,6,5,15
W,86,0.477,35,0.429,28,0.821,7,28,9,6,10,84,0.5,29,0.379,20,0.8,10,39,3,6,17
W,100,0.46,32,0.313,24,0.667,21,36,11,8,12,96,0.406,43,0.349,15,1,14,33,7,4,16
W,79,0.57,30,0.567,18,0.889,1,34,5,4,17,87,0.46,33,0.273,27,0.815,10,31,8,3,13
L,96,0.354,49,0.265,15,0.933,14,30,11,3,16,94,0.532,27,0.259,16,0.688,12,42,9,6,18
W,88,0.523,38,0.368,29,0.862,8,28,10,4,12,80,0.538,34,0.471,29,0.966,8,31,7,6,16
L,85,0.553,19,0.421,32,0.719,15,33,1,0,13,86,0.581,34,0.412,21,0.571,6,20,5,3,5
L,81,0.481,21,0.333,24,0.708,9,31,15,6,15,85,0.459,38,0.342,19,0.632,15,35,9,5,21
L,81,0.432,40,0.425,44,0.818,16,33,6,3,16,89,0.506,39,0.333,30,0.767,10,27,10,1,12
L,77,0.377,46,0.304,23,0.696,12,40,4,6,25,90,0.389,51,0.294,32,0.719,16,30,10,5,10
L,92,0.38,36,0.333,22,0.636,15,35,7,6,16,99,0.465,34,0.324,17,0.706,14,42,7,9,13
L,83,0.434,34,0.294,26,0.846,9,30,6,5,15,89,0.483,27,0.37,28,0.714,15,37,6,6,14
W,92,0.511,29,0.172,22,0.773,13,39,14,11,19,91,0.352,30,0.267,36,0.806,15,31,6,4,20
L,96,0.396,41,0.268,21,0.905,14,31,7,2,12,80,0.6,34,0.382,19,0.737,2,40,7,6,14
W,90,0.556,30,0.4,19,0.737,10,28,5,3,15,84,0.548,32,0.25,30,0.833,7,30,7,2,13
W,76,0.592,28,0.607,22,0.773,5,31,6,1,20,87,0.448,35,0.4,30,0.9,11,25,13,4,15
W,93,0.462,39,0.359,33,0.697,20,48,5,8,21,92,0.435,30,0.267,34,0.765,7,29,10,5,8
W,91,0.462,43,0.395,21,0.81,17,29,9,2,13,91,0.462,39,0.308,23,0.696,17,32,2,4,16
W,80,0.538,31,0.484,36,0.722,7,29,14,3,14,75,0.56,34,0.412,22,0.818,3,26,5,7,19
L,100,0.42,27,0.185,16,0.688,8,27,8,2,11,75,0.56,35,0.429,25,0.8,4,49,4,10,26
W,92,0.576,27,0.444,15,0.933,12,26,10,4,14,86,0.477,39,0.436,24,0.792,13,22,8,1,16
W,81,0.494,33,0.333,26,0.846,8,23,15,3,12,71,0.493,30,0.467,23,0.87,9,33,7,1,27
L,101,0.475,38,0.289,20,0.7,12,29,6,5,10,96,0.542,32,0.313,18,0.889,12,43,7,6,16
W,85,0.565,31,0.613,21,0.952,4,28,6,8,9,96,0.521,28,0.429,20,0.7,17,27,7,4,11
L,96,0.406,28,0.357,24,0.75,17,30,11,7,8,95,0.505,29,0.448,14,0.714,17,36,4,4,16
W,91,0.484,39,0.282,22,0.773,11,38,3,7,12,89,0.483,39,0.385,14,0.643,8,33,4,4,13
W,88,0.511,28,0.393,29,0.724,14,34,5,7,13,90,0.422,41,0.366,31,0.774,13,25,7,2,13
W,84,0.548,32,0.313,29,0.655,12,40,8,11,18,99,0.424,36,0.306,21,0.857,11,30,9,1,12
W,91,0.516,45,0.4,25,0.68,6,38,7,8,9,86,0.442,34,0.353,37,0.703,12,36,5,0,13
W,89,0.528,31,0.452,25,0.76,11,23,10,6,12,85,0.576,27,0.444,18,0.889,7,27,6,8,16
W,92,0.457,23,0.391,30,0.867,7,45,5,10,14,110,0.373,44,0.205,32,0.688,22,39,7,6,14
W,81,0.481,23,0.478,43,0.698,9,34,6,4,15,83,0.506,29,0.345,32,0.75,5,30,6,8,11
L,97,0.433,22,0.364,22,0.682,11,36,5,6,4,83,0.506,26,0.385,17,0.824,5,42,0,13,12
W,80,0.45,42,0.429,40,0.775,11,38,7,4,13,85,0.412,22,0.227,34,0.765,15,32,5,5,13
W,82,0.573,26,0.308,28,0.893,12,34,7,6,13,87,0.448,31,0.419,16,0.688,11,19,7,4,11
W,87,0.425,45,0.356,27,0.815,10,41,6,3,13,91,0.407,46,0.326,26,0.692,10,40,3,6,12
W,92,0.478,35,0.314,16,0.813,10,27,14,4,6,77,0.481,36,0.361,15,0.733,8,36,2,4,26
W,86,0.535,24,0.542,31,0.806,13,32,10,10,14,99,0.465,29,0.345,14,0.857,16,25,9,4,15
L,84,0.512,23,0.261,26,0.808,10,29,6,4,12,93,0.484,38,0.395,23,0.826,15,32,8,3,11
W,92,0.511,35,0.371,27,0.815,7,42,3,2,13,89,0.449,30,0.4,29,0.759,9,33,4,3,9
W,95,0.432,37,0.216,24,0.833,9,40,3,2,14,92,0.413,38,0.263,25,0.76,9,38,6,7,14
L,82,0.488,35,0.286,19,0.842,8,31,8,2,16,86,0.477,37,0.351,21,0.857,10,30,12,3,13
L,91,0.396,30,0.267,34,0.824,15,25,9,6,15,87,0.494,31,0.548,25,0.88,15,32,7,9,22
L,84,0.5,28,0.357,25,0.64,8,29,8,5,11,90,0.544,43,0.395,17,0.824,9,37,4,2,14
W,91,0.473,56,0.357,23,0.87,9,40,8,5,11,95,0.4,45,0.311,14,0.857,13,36,5,2,15
W,85,0.459,33,0.333,31,0.871,14,25,7,8,18,84,0.464,31,0.194,31,0.871,10,29,8,10,16
W,90,0.489,46,0.283,33,0.758,7,40,4,5,9,103,0.437,50,0.32,24,0.625,17,38,5,0,10
W,86,0.5,38,0.368,28,0.857,10,40,8,9,15,103,0.398,36,0.333,25,0.76,18,27,8,3,13
L,82,0.476,36,0.361,30,0.867,10,23,8,3,12,82,0.573,30,0.6,17,0.765,7,31,7,4,17
W,87,0.552,18,0.333,34,0.706,6,35,11,8,14,97,0.402,43,0.302,37,0.838,16,29,10,3,12
W,102,0.461,49,0.265,8,0.75,13,27,9,3,10,79,0.544,34,0.441,14,0.643,8,36,4,3,22
L,100,0.44,34,0.471,34,0.794,16,29,10,4,18,91,0.538,44,0.432,29,0.862,10,38,13,3,19
L,92,0.489,35,0.371,21,0.714,8,27,6,2,8,90,0.556,44,0.386,22,0.727,8,37,7,5,13
W,90,0.456,40,0.3,24,0.792,16,38,10,6,16,83,0.422,35,0.257,20,0.7,6,30,9,5,13
L,90,0.478,32,0.375,17,0.824,12,34,4,6,8,77,0.506,39,0.462,29,0.793,5,27,5,2,8
W,84,0.524,44,0.409,25,0.72,11,27,6,3,11,80,0.488,28,0.321,32,0.875,6,29,5,2,10
W,85,0.588,39,0.487,25,0.8,5,30,9,1,12,84,0.5,36,0.361,27,0.778,8,31,8,1,15
W,91,0.473,44,0.409,26,0.731,9,42,6,5,12,94,0.415,39,0.231,30,0.733,9,35,5,6,13
W,94,0.479,36,0.361,34,0.735,12,36,8,4,13,94,0.479,35,0.486,26,0.692,12,34,7,9,14
L,76,0.513,33,0.333,30,0.6,6,29,9,4,15,84,0.5,37,0.514,18,0.833,11,34,10,2,19
L,92,0.522,44,0.432,22,0.682,12,30,5,1,17,94,0.553,41,0.39,18,0.778,11,30,11,5,16
L,87,0.437,35,0.257,26,0.577,11,24,6,5,15,91,0.495,23,0.304,38,0.737,19,34,11,5,12
L,84,0.44,32,0.313,35,0.771,13,34,5,2,13,88,0.557,32,0.313,24,0.708,5,35,9,4,10
L,86,0.5,35,0.457,26,0.577,12,35,2,4,10,93,0.484,31,0.452,18,0.778,11,30,6,4,4
W,81,0.58,21,0.476,26,0.615,4,34,9,2,11,87,0.448,35,0.257,26,0.769,13,30,5,3,14
L,102,0.461,35,0.371,25,0.72,10,37,9,5,18,94,0.436,37,0.351,40,0.825,13,42,10,4,21
L,81,0.457,26,0.308,28,0.857,12,33,9,3,15,80,0.45,44,0.364,27,0.889,7,27,10,7,14
L,95,0.432,33,0.394,14,0.929,13,25,7,3,10,83,0.482,47,0.447,14,0.714,9,34,5,6,16
W,92,0.533,34,0.353,24,0.833,8,40,10,8,8,90,0.411,33,0.273,29,0.759,9,34,7,3,14
W,93,0.495,32,0.438,13,0.923,12,33,11,2,12,84,0.44,37,0.243,22,0.773,13,32,7,1,18
W,100,0.44,46,0.283,26,0.769,20,33,9,6,12,91,0.484,32,0.313,15,0.733,11,34,3,8,17
W,88,0.534,29,0.414,14,0.929,6,33,7,3,9,81,0.506,38,0.368,23,0.783,6,27,5,9,11
W,87,0.575,32,0.531,20,0.8,7,37,8,2,19,97,0.454,38,0.316,18,0.722,13,25,10,6,13
W,91,0.484,34,0.382,27,0.926,16,30,10,6,17,90,0.478,28,0.321,27,0.815,14,30,8,2,17
W,86,0.488,35,0.457,21,0.952,8,32,5,3,11,82,0.561,21,0.333,17,0.765,3,34,5,2,11
W,85,0.482,32,0.313,28,0.786,9,28,8,3,10,83,0.47,30,0.433,22,0.682,13,33,7,5,21
L,76,0.553,26,0.423,18,0.611,9,29,2,3,17,94,0.447,34,0.265,22,0.909,16,22,7,4,5
W,81,0.506,49,0.469,23,0.913,5,43,6,7,27,92,0.402,31,0.29,29,0.759,11,29,15,2,15
W,95,0.505,47,0.362,28,0.75,10,36,6,2,12,84,0.5,24,0.458,30,0.833,5,34,6,5,15
L,101,0.386,41,0.317,25,0.84,25,37,11,5,17,98,0.469,39,0.462,9,0.778,12,35,10,3,14
W,77,0.468,24,0.333,25,0.84,9,28,9,3,18,79,0.494,36,0.389,9,0.667,9,27,9,5,20
L,88,0.466,43,0.395,17,0.647,9,40,6,4,17,91,0.451,37,0.297,33,0.697,11,34,11,6,11
L,91,0.429,37,0.378,16,1,9,38,6,7,15,86,0.5,24,0.292,22,0.773,8,39,9,4,11
L,85,0.494,30,0.267,10,0.7,8,31,7,4,13,75,0.453,39,0.333,27,0.852,7,32,6,3,13
W,84,0.643,33,0.636,16,0.875,3,29,10,4,15,83,0.494,33,0.364,25,0.76,9,27,6,1,21
W,93,0.441,37,0.297,22,0.909,13,36,8,7,12,79,0.392,23,0.261,34,0.735,11,35,6,1,22
W,87,0.517,40,0.425,32,0.781,14,33,8,1,12,74,0.473,35,0.343,13,0.923,4,25,3,2,20
L,81,0.469,44,0.341,17,0.706,9,26,9,0,13,73,0.548,31,0.419,24,0.833,5,34,7,0,17
L,89,0.461,32,0.406,19,0.789,15,29,2,1,14,80,0.475,27,0.407,37,0.703,9,32,9,4,10
W,89,0.449,27,0.37,25,0.6,13,35,9,5,17,81,0.444,26,0.192,21,0.667,7,35,11,7,16
L,81,0.506,25,0.36,27,0.741,9,34,6,1,14,93,0.505,46,0.435,19,0.632,12,31,7,5,12
W,80,0.4,42,0.357,27,0.926,4,37,8,1,16,88,0.42,40,0.275,20,0.8,9,41,6,3,16
W,93,0.495,39,0.513,24,0.75,15,36,10,5,9,87,0.448,28,0.429,17,0.824,10,28,5,5,15
W,94,0.511,32,0.375,20,0.9,6,35,7,3,10,95,0.474,34,0.353,25,0.92,10,35,8,8,8
L,94,0.426,24,0.208,31,0.645,16,25,13,3,11,83,0.554,34,0.5,19,0.789,9,37,6,6,19
W,89,0.472,31,0.387,24,0.833,9,35,5,4,11,76,0.408,45,0.422,31,0.806,8,34,5,5,16
W,88,0.455,31,0.355,37,0.865,11,28,7,5,12,88,0.5,37,0.432,21,0.81,14,31,5,2,16
L,99,0.424,45,0.4,24,0.708,17,27,9,0,15,81,0.556,40,0.325,31,0.806,8,36,8,6,18
W,70,0.614,26,0.577,26,0.808,4,41,5,4,23,93,0.387,34,0.294,23,0.739,15,20,9,2,14
L,95,0.474,33,0.364,31,0.548,10,32,8,2,8,95,0.516,31,0.323,23,0.739,11,45,4,7,14
L,90,0.433,38,0.342,23,0.652,12,32,5,3,15,83,0.47,26,0.308,30,0.767,14,35,7,9,16
W,87,0.655,43,0.535,16,0.813,4,35,5,5,13,88,0.523,38,0.421,24,0.75,6,24,6,1,11
L,88,0.477,30,0.267,34,0.853,11,30,9,2,9,80,0.55,29,0.517,23,0.913,4,31,5,8,13
L,95,0.421,33,0.394,22,0.773,18,25,6,2,14,81,0.531,39,0.462,26,0.846,12,29,6,2,17
W,92,0.5,27,0.407,22,0.727,6,37,4,5,9,95,0.463,39,0.256,24,0.792,10,38,5,6,10
L,89,0.348,47,0.255,21,0.857,11,43,7,7,17,86,0.384,29,0.414,19,0.895,6,40,9,3,13
W,94,0.457,33,0.333,34,0.647,15,40,6,3,14,96,0.427,38,0.316,23,0.913,12,36,7,7,11
W,92,0.413,45,0.422,31,0.645,9,44,7,0,10,90,0.378,45,0.267,37,0.784,10,43,5,5,10
W,83,0.47,41,0.366,35,0.714,10,25,6,3,8,77,0.584,30,0.467,13,0.769,4,32,2,5,17
W,86,0.43,29,0.414,26,0.615,12,37,6,5,14,84,0.429,25,0.36,13,0.923,7,35,10,2,16
L,77,0.429,27,0.37,33,0.758,7,31,8,3,17,82,0.512,30,0.367,23,0.696,8,32,14,3,14
L,90,0.4,29,0.103,29,0.69,18,33,7,6,17,85,0.471,36,0.361,19,0.737,10,26,8,4,14
W,94,0.426,36,0.194,22,0.591,9,42,6,5,13,88,0.409,49,0.306,19,0.632,5,40,5,6,12
W,90,0.533,38,0.474,11,0.818,15,39,5,3,15,86,0.453,47,0.34,6,0.5,7,22,5,2,14
L,98,0.398,43,0.349,19,0.684,15,28,8,5,13,75,0.547,29,0.517,34,0.824,4,37,3,5,14
W,81,0.556,43,0.419,26,0.846,3,37,4,5,13,89,0.438,37,0.351,25,0.76,10,32,4,2,12
W,76,0.5,31,0.452,32,0.875,6,28,6,2,10,80,0.525,36,0.306,19,0.895,5,28,6,4,10
L,85,0.459,29,0.345,31,0.806,14,32,7,1,17,82,0.524,31,0.387,29,0.828,4,29,8,1,14
L,88,0.466,37,0.297,21,0.81,9,36,7,4,22,87,0.494,25,0.48,25,0.56,11,32,16,6,16
L,77,0.468,30,0.4,8,0.875,2,37,3,2,20,92,0.402,44,0.386,32,0.719,15,35,13,2,12
W,91,0.527,33,0.364,24,0.75,11,34,11,4,15,81,0.481,27,0.333,28,0.75,9,30,7,4,19
L,84,0.417,46,0.239,34,0.824,10,28,9,12,14,91,0.462,33,0.273,28,0.857,15,38,7,1,18
L,84,0.488,24,0.375,29,0.862,7,25,5,1,9,76,0.605,26,0.346,23,0.783,4,33,5,6,15
W,85,0.459,38,0.395,31,0.806,11,38,11,5,15,94,0.415,43,0.395,13,0.846,13,35,8,6,17
W,92,0.457,47,0.383,37,0.811,11,33,8,6,16,99,0.475,30,0.4,28,0.821,19,30,8,6,18
L,94,0.468,33,0.273,17,0.647,18,33,10,4,15,88,0.443,47,0.34,23,0.739,14,26,10,6,14
L,90,0.378,33,0.364,21,0.714,21,31,4,3,18,95,0.463,32,0.281,18,0.778,15,38,8,8,9
W,102,0.549,32,0.375,23,0.783,14,42,5,7,8,94,0.372,50,0.26,27,0.667,11,28,5,1,9
W,89,0.382,46,0.304,21,0.81,14,38,8,2,15,74,0.419,22,0.182,30,0.733,7,36,9,4,17
L,74,0.392,38,0.342,26,0.731,6,27,2,3,13,78,0.526,24,0.333,19,0.789,5,38,5,2,9
L,84,0.548,28,0.321,22,0.864,3,28,6,7,12,91,0.495,34,0.529,25,0.8,15,33,7,5,18
