wl_home,fga_home,fg_pct_home,fg3a_home,fg3_pct_home,fta_home,ft_pct_home,oreb_home,dreb_home,stl_home,blk_home,tov_home,fga_away,fg_pct_away,fg3a_away,fg3_pct_away,fta_away,ft_pct_away,oreb_away,dreb_away,stl_away,blk_away,tov_away
L,82,0.5,24,0.375,23,0.739,7,37,7,4,14,86,0.43,56,0.429,15,0.8,7,32,9,1,14
L,97,0.464,29,0.379,19,0.579,14,26,9,3,11,81,0.605,40,0.45,17,0.706,5,35,5,3,17
L,94,0.5,21,0.286,27,0.852,11,28,8,7,7,93,0.484,46,0.37,20,0.85,13,37,3,3,15
L,114,0.412,51,0.333,29,0.793,17,35,7,6,5,93,0.516,40,0.45,36,0.75,12,40,0,8,16
W,83,0.651,16,0.25,35,0.829,7,38,8,7,19,91,0.527,39,0.487,23,0.565,4,20,10,5,14
W,87,0.506,39,0.41,25,0.84,5,29,10,8,18,86,0.465,33,0.424,29,0.862,12,34,5,4,24
W,93,0.505,36,0.444,30,0.833,14,32,10,6,14,88,0.5,35,0.343,27,0.889,11,28,2,6,13
L,93,0.473,29,0.276,30,0.733,7,42,7,9,12,104,0.442,48,0.396,16,0.688,13,38,6,2,14
W,103,0.476,47,0.319,12,0.667,19,40,4,10,22,93,0.398,27,0.148,33,0.667,15,28,12,3,17
W,84,0.512,35,0.457,27,0.778,4,38,10,4,12,92,0.413,42,0.238,20,0.85,13,35,5,4,17
W,81,0.42,35,0.343,34,0.912,17,50,6,9,23,103,0.32,51,0.255,19,0.947,18,26,13,7,10
W,82,0.549,29,0.414,32,0.813,12,43,8,5,23,95,0.4,50,0.4,19,0.789,12,25,7,2,18
L,79,0.354,39,0.282,20,0.75,8,37,7,11,18,83,0.386,34,0.265,18,0.778,9,39,7,2,14
W,83,0.602,32,0.406,18,0.833,5,44,8,12,23,104,0.356,37,0.324,22,0.773,20,19,13,1,16
W,97,0.474,27,0.333,16,0.688,19,27,6,2,13,92,0.489,23,0.217,17,0.941,15,29,7,7,15
W,93,0.419,54,0.407,25,0.84,16,34,4,3,14,88,0.477,31,0.323,21,0.952,10,32,4,1,13
W,89,0.539,46,0.457,21,0.762,11,43,4,4,19,93,0.495,27,0.37,19,0.526,7,30,12,2,10
W,90,0.489,25,0.4,21,0.714,11,35,10,2,10,76,0.434,39,0.231,26,0.692,5,31,5,6,15
L,79,0.468,31,0.355,22,0.682,6,38,6,2,20,89,0.494,27,0.296,18,0.889,7,34,8,7,13
L,93,0.462,45,0.378,17,0.824,10,30,9,3,12,84,0.548,26,0.423,27,0.778,6,36,8,4,11
W,83,0.554,27,0.481,32,0.813,9,32,6,6,16,93,0.409,30,0.367,30,0.867,15,30,12,3,16
W,86,0.581,25,0.32,28,0.75,7,36,10,3,17,105,0.467,38,0.342,17,0.765,19,23,7,5,15
W,77,0.468,31,0.452,31,0.806,11,31,3,7,18,75,0.4,25,0.24,38,0.868,7,21,9,7,9
W,89,0.449,35,0.229,27,0.889,15,40,8,4,17,83,0.398,39,0.256,35,0.657,11,30,7,0,17
W,98,0.48,39,0.333,21,0.762,8,37,3,6,15,100,0.48,27,0.259,23,0.826,13,40,11,6,19
W,91,0.44,27,0.222,12,0.917,10,39,11,8,12,90,0.367,43,0.279,18,0.778,13,39,5,6,16
W,83,0.518,34,0.382,28,0.893,11,34,5,4,16,83,0.542,23,0.435,24,0.75,4,24,11,4,13
W,85,0.635,34,0.559,24,0.708,4,40,8,5,10,90,0.456,44,0.25,26,0.846,8,29,5,4,8
L,85,0.553,44,0.477,24,0.75,7,23,10,3,19,100,0.52,28,0.321,32,0.719,29,30,7,3,18
W,92,0.511,39,0.333,20,0.8,11,42,3,6,15,87,0.437,40,0.3,26,0.731,6,33,8,6,10
W,85,0.471,32,0.375,26,0.692,12,36,6,4,13,83,0.458,29,0.345,20,0.8,7,33,8,6,11
W,86,0.547,26,0.308,16,0.813,6,33,5,8,9,85,0.459,41,0.366,21,0.81,10,32,5,6,14
L,81,0.481,34,0.382,28,0.714,5,27,5,3,10,78,0.538,21,0.333,31,0.774,9,37,8,4,18
L,85,0.435,34,0.471,19,0.895,8,42,8,3,15,94,0.426,48,0.396,16,0.938,9,33,9,7,10
L,90,0.433,44,0.295,24,0.708,12,28,9,0,11,79,0.532,35,0.4,26,0.769,6,38,7,3,17
L,79,0.43,30,0.333,22,0.773,8,28,7,4,20,66,0.53,33,0.485,32,0.625,5,33,11,5,19
L,88,0.466,40,0.325,24,0.417,12,31,8,6,11,87,0.437,32,0.344,23,0.826,13,38,5,4,17
W,71,0.592,26,0.385,21,0.905,3,40,3,4,20,85,0.424,35,0.286,33,0.818,7,26,10,5,7
W,85,0.506,41,0.439,20,0.85,13,27,7,2,12,77,0.532,29,0.345,25,0.76,12,26,6,3,14
W,90,0.511,27,0.296,35,0.8,13,31,10,1,11,86,0.5,44,0.5,13,0.692,8,29,6,3,17
W,83,0.542,30,0.433,21,0.81,9,29,10,5,21,93,0.495,29,0.345,16,0.875,12,26,12,4,18
W,90,0.533,40,0.45,22,0.864,7,35,14,2,23,88,0.5,31,0.355,30,0.767,7,30,12,4,21
W,91,0.484,32,0.281,32,0.531,12,36,11,8,14,90,0.4,35,0.314,27,0.741,13,34,6,7,19
L,84,0.44,26,0.231,28,0.786,12,33,8,6,13,93,0.441,34,0.382,30,0.867,16,32,6,7,14
W,83,0.554,36,0.361,15,0.867,7,31,5,7,17,98,0.449,29,0.345,15,0.733,16,26,3,4,14
W,90,0.511,32,0.375,14,0.786,7,36,11,1,8,80,0.463,36,0.472,21,0.905,7,36,3,3,16
L,91,0.484,40,0.4,16,1,13,25,10,3,13,91,0.516,30,0.4,22,0.682,16,32,6,5,16
W,83,0.446,36,0.472,24,0.917,13,42,6,2,14,85,0.376,36,0.167,24,0.792,11,28,4,6,11
W,86,0.57,31,0.387,16,0.75,5,34,3,8,11,88,0.534,24,0.417,23,0.522,10,30,4,3,11
W,95,0.421,28,0.286,31,0.903,16,37,8,5,13,95,0.411,41,0.366,26,0.692,17,36,3,9,17
W,106,0.443,43,0.279,24,0.833,17,37,10,5,11,87,0.425,33,0.212,35,0.914,10,36,6,3,15
W,96,0.479,33,0.424,24,0.833,17,33,3,2,7,91,0.473,38,0.316,16,0.938,8,32,2,4,8
W,94,0.511,38,0.368,16,0.813,10,40,13,9,17,92,0.37,38,0.368,23,0.87,14,34,9,3,19
W,93,0.473,23,0.348,27,0.926,16,35,15,2,23,81,0.481,42,0.452,24,0.75,4,27,10,4,19
W,90,0.5,23,0.435,17,0.882,6,35,11,4,19,84,0.488,31,0.29,29,0.69,6,32,12,6,18
W,85,0.459,27,0.296,23,0.783,10,40,8,9,19,90,0.389,42,0.357,16,0.813,8,34,5,1,13
W,86,0.535,35,0.429,21,0.81,9,31,6,7,17,98,0.459,42,0.333,25,0.76,14,28,8,5,14
L,93,0.398,32,0.25,19,0.842,13,36,5,4,18,101,0.485,45,0.356,13,0.846,11,42,14,3,13
L,77,0.429,32,0.313,26,0.769,7,33,7,2,15,87,0.494,41,0.463,15,0.733,9,31,8,1,13
W,93,0.516,27,0.259,17,0.765,9,35,11,3,8,89,0.427,36,0.167,24,0.833,14,29,4,6,16
L,78,0.513,32,0.406,28,0.786,8,28,8,4,17,72,0.5,36,0.472,31,0.871,4,31,10,4,17
L,93,0.366,32,0.25,29,0.897,15,37,8,2,14,85,0.447,40,0.325,26,0.769,7,38,9,4,17
W,84,0.524,41,0.488,26,0.846,10,31,7,6,13,91,0.44,37,0.351,26,0.692,13,28,5,5,13
L,98,0.48,34,0.353,17,0.647,14,35,8,4,10,93,0.484,36,0.417,21,0.667,13,34,4,5,12
L,94,0.404,44,0.295,19,0.789,12,35,6,6,12,90,0.478,39,0.385,18,0.611,7,40,3,8,17
W,94,0.447,39,0.359,44,0.773,16,35,9,3,21,87,0.448,36,0.472,36,0.778,11,28,10,6,20
W,90,0.467,32,0.25,9,1,4,37,10,5,12,79,0.392,40,0.35,22,0.773,9,36,7,3,17
L,102,0.431,38,0.342,17,0.765,17,37,7,4,18,95,0.453,34,0.353,24,0.958,14,35,8,4,16
L,85,0.459,28,0.357,30,0.733,12,34,6,5,13,90,0.489,36,0.361,21,0.714,13,36,6,3,11
L,84,0.405,26,0.346,22,0.682,11,34,6,7,15,81,0.432,38,0.395,20,0.9,8,40,11,9,17
W,86,0.407,29,0.172,21,0.81,14,40,6,3,21,83,0.349,35,0.229,20,0.75,8,31,7,6,19
W,81,0.506,26,0.423,36,0.778,6,30,10,5,11,81,0.506,31,0.258,24,0.667,9,34,5,5,19
L,105,0.467,39,0.256,15,0.733,11,33,10,8,10,96,0.542,26,0.385,22,0.727,9,42,5,5,15
L,84,0.44,35,0.371,30,0.833,8,31,7,7,15,92,0.467,35,0.429,29,0.724,12,34,9,5,14
L,87,0.437,31,0.194,18,0.722,12,28,5,3,19,94,0.521,37,0.514,20,0.8,14,31,5,0,11
W,86,0.488,40,0.425,22,0.682,11,34,10,3,15,91,0.44,33,0.303,12,0.833,12,32,10,5,15
W,86,0.465,43,0.302,19,0.895,5,41,10,2,19,86,0.442,25,0.36,19,0.842,7,32,9,5,16
L,93,0.355,33,0.273,26,0.808,17,33,4,3,18,89,0.517,32,0.344,30,0.667,8,38,7,6,9
W,84,0.56,29,0.31,25,0.72,12,31,12,4,17,78,0.487,28,0.393,26,0.808,5,24,9,2,16
W,85,0.529,52,0.481,10,0.5,6,29,8,5,14,91,0.44,28,0.107,20,0.9,14,31,6,4,15
L,89,0.528,30,0.333,30,0.8,12,32,13,10,23,93,0.516,26,0.423,35,0.8,13,29,11,5,21
L,84,0.452,36,0.361,28,0.786,10,34,8,4,13,85,0.482,25,0.4,31,0.774,12,37,5,6,13
L,87,0.391,24,0.208,26,0.885,9,35,9,4,14,83,0.47,32,0.375,19,0.789,8,39,5,8,22
L,77,0.455,31,0.323,28,0.714,7,38,7,1,20,100,0.43,61,0.393,14,0.786,14,36,7,5,11
L,85,0.529,37,0.459,19,0.737,9,28,9,5,18,81,0.494,24,0.333,43,0.791,13,28,12,2,17
W,83,0.554,34,0.441,37,0.865,8,39,7,2,26,92,0.435,34,0.353,33,0.818,9,26,12,5,19
W,97,0.433,30,0.367,28,0.786,19,38,8,11,12,91,0.44,33,0.424,17,0.882,10,32,7,5,13
L,87,0.46,45,0.333,28,0.75,7,41,6,2,20,101,0.475,35,0.314,18,0.722,12,38,11,3,17
W,87,0.483,50,0.4,23,0.652,7,43,2,5,20,93,0.462,27,0.333,24,0.667,6,38,7,1,12
W,82,0.537,32,0.344,22,0.682,7,34,7,5,18,87,0.437,24,0.292,30,0.733,11,32,7,2,14
W,84,0.488,42,0.381,9,1,5,28,7,5,13,81,0.494,23,0.348,12,0.667,11,29,6,4,18
W,88,0.557,28,0.357,14,0.643,12,31,7,3,12,85,0.529,32,0.375,13,0.538,9,24,8,0,16
W,95,0.421,29,0.414,31,0.806,19,26,6,3,4,86,0.453,33,0.364,35,0.743,18,38,3,9,14
L,98,0.388,39,0.282,16,0.75,10,39,4,4,12,92,0.435,42,0.286,26,0.962,10,43,9,5,9
L,94,0.532,43,0.395,15,0.8,10,32,2,5,10,96,0.542,26,0.423,24,0.75,12,32,6,4,4
W,94,0.543,35,0.429,24,0.583,13,39,9,0,13,86,0.535,46,0.413,29,0.483,4,26,8,7,13
W,83,0.554,45,0.489,23,0.87,11,30,7,0,18,90,0.522,40,0.45,9,1,9,23,8,3,15
W,86,0.523,33,0.424,26,0.846,12,40,10,4,20,88,0.477,38,0.289,19,0.684,3,27,12,7,16
W,95,0.505,43,0.372,29,0.862,11,47,8,5,18,100,0.4,37,0.324,30,0.733,12,35,8,5,15
L,79,0.494,27,0.296,25,0.88,6,27,5,3,18,94,0.543,32,0.25,19,0.789,14,35,8,3,12
W,93,0.527,33,0.455,21,0.905,10,36,3,5,14,82,0.5,25,0.16,33,0.818,5,30,5,6,12
W,84,0.464,26,0.423,26,0.923,4,31,8,7,9,89,0.438,24,0.25,34,0.676,14,37,6,5,14
W,81,0.556,32,0.438,28,0.75,13,33,4,7,18,93,0.398,30,0.333,36,0.778,17,22,9,5,11
W,97,0.495,37,0.378,26,0.692,13,35,5,6,8,90,0.467,24,0.333,21,0.81,12,33,4,5,12
W,83,0.53,32,0.531,20,0.75,8,34,6,8,12,88,0.42,41,0.293,18,0.778,10,29,5,6,14
W,94,0.511,27,0.333,21,0.667,15,37,4,4,12,92,0.446,37,0.27,25,0.76,13,31,5,2,11
W,89,0.461,39,0.308,19,0.789,5,24,13,11,13,87,0.425,26,0.346,30,0.6,20,39,7,4,27
W,74,0.608,29,0.517,10,0.8,6,34,10,3,19,77,0.416,26,0.231,18,0.833,7,23,7,1,16
L,100,0.42,30,0.2,20,0.65,19,36,2,3,8,90,0.433,35,0.286,26,0.808,14,38,3,6,6
L,83,0.506,39,0.333,20,0.65,7,23,7,4,16,96,0.563,35,0.457,21,0.762,17,34,9,1,14
W,91,0.462,44,0.341,27,0.63,8,31,7,4,14,88,0.477,43,0.256,23,0.783,10,40,6,3,18
L,90,0.467,35,0.486,15,0.733,9,34,6,7,11,89,0.461,31,0.419,28,0.821,14,34,6,7,13
W,88,0.568,30,0.4,20,0.85,13,30,8,4,14,85,0.459,44,0.364,25,0.76,12,25,4,2,17
W,86,0.453,28,0.357,18,0.889,10,27,10,3,12,74,0.5,27,0.444,22,0.682,8,34,7,6,20
W,91,0.571,31,0.484,27,0.852,7,27,12,5,7,84,0.5,27,0.259,42,0.857,15,30,4,3,18
W,93,0.591,52,0.462,7,0.857,9,30,10,5,16,86,0.488,29,0.379,15,0.667,13,24,7,2,20
W,84,0.44,28,0.429,17,0.824,7,38,4,5,12,90,0.378,38,0.184,16,0.813,13,34,7,3,10
L,85,0.482,49,0.388,15,0.4,9,36,5,4,14,93,0.462,22,0.273,25,0.88,13,37,6,3,8
L,88,0.523,25,0.36,18,0.889,8,29,9,7,16,94,0.532,32,0.313,14,0.857,11,34,9,7,17
W,81,0.543,28,0.321,14,0.857,8,34,7,8,18,80,0.475,31,0.419,22,0.591,9,26,9,5,18
L,93,0.43,31,0.355,31,0.774,18,39,3,7,14,105,0.41,49,0.347,16,0.813,12,37,6,10,10
W,87,0.448,32,0.281,20,0.9,14,35,12,8,22,92,0.37,38,0.316,23,0.913,18,29,11,4,19
L,79,0.456,40,0.3,25,0.76,7,19,9,4,16,77,0.649,27,0.407,27,0.815,6,37,10,8,16
W,86,0.558,37,0.459,15,0.733,8,32,8,5,14,80,0.513,41,0.415,25,0.64,6,26,6,2,13
L,87,0.506,30,0.333,30,0.833,12,30,3,7,8,95,0.484,32,0.375,31,0.742,16,34,4,2,11
W,80,0.55,34,0.471,26,1,10,28,2,5,14,82,0.537,28,0.25,33,0.788,6,23,8,1,4
L,88,0.398,36,0.278,19,0.947,8,34,6,3,12,82,0.488,33,0.273,19,0.895,6,40,8,5,14
W,94,0.447,32,0.188,32,0.75,18,44,7,4,18,94,0.383,42,0.214,23,0.826,9,30,14,4,13
L,88,0.443,35,0.4,29,0.759,6,25,7,2,14,87,0.575,47,0.426,20,0.85,8,39,7,6,16
W,78,0.526,35,0.429,18,0.778,4,34,6,2,8,79,0.443,33,0.364,22,0.682,11,31,4,2,13
L,79,0.456,28,0.286,26,0.538,7,29,9,6,16,77,0.429,28,0.286,33,0.848,10,31,3,4,14
W,88,0.432,26,0.308,26,0.808,17,31,10,2,13,73,0.479,39,0.282,24,0.792,4,30,7,5,16
W,92,0.457,22,0.273,30,0.767,18,30,8,6,6,79,0.506,32,0.406,25,0.76,8,32,5,2,12
L,105,0.505,37,0.486,20,0.7,17,30,8,5,10,81,0.58,33,0.515,37,0.865,3,36,4,7,17
W,86,0.523,36,0.5,14,0.714,11,42,9,3,25,97,0.392,44,0.227,23,0.826,16,25,12,3,15
W,87,0.471,35,0.343,41,0.829,22,37,9,4,22,82,0.476,39,0.385,36,0.806,6,22,9,6,14
L,68,0.544,22,0.5,34,0.559,4,29,1,5,14,89,0.494,30,0.333,23,0.696,10,27,9,5,6
W,86,0.5,34,0.353,38,0.789,5,36,13,4,10,88,0.534,41,0.366,10,0.8,5,33,2,8,19
L,100,0.38,33,0.182,16,0.75,20,30,11,3,16,83,0.482,27,0.296,20,0.85,10,39,12,5,22
W,89,0.449,25,0.32,32,0.688,15,40,6,4,18,96,0.427,41,0.22,18,0.944,11,34,7,9,16
L,105,0.438,41,0.317,28,0.857,12,32,7,5,10,85,0.494,32,0.313,51,0.745,13,35,3,3,13
W,91,0.516,38,0.474,27,0.741,13,33,4,4,14,86,0.43,31,0.323,31,0.871,11,30,9,4,13
W,83,0.494,37,0.432,27,0.889,4,34,9,6,10,87,0.414,36,0.25,26,0.885,11,34,3,4,18
W,83,0.506,32,0.469,25,0.72,8,35,4,9,13,87,0.391,33,0.364,26,0.846,10,31,9,2,9
W,95,0.463,29,0.241,32,0.875,10,40,7,5,13,101,0.436,33,0.364,23,0.826,14,33,5,4,15
L,80,0.425,35,0.257,27,0.815,9,26,7,6,14,82,0.476,36,0.389,18,0.833,13,34,7,1,16
W,87,0.483,29,0.241,26,0.654,11,32,7,7,13,92,0.424,26,0.346,16,0.938,19,30,6,3,19
W,89,0.472,26,0.269,23,0.826,10,37,5,5,13,93,0.43,39,0.282,20,0.8,13,32,7,9,12
W,101,0.515,45,0.444,6,0.833,16,33,8,3,21,97,0.474,45,0.244,17,0.882,15,27,12,6,13
L,85,0.482,34,0.294,28,0.643,8,29,11,1,20,82,0.573,33,0.424,30,0.7,8,34,8,5,21
W,74,0.554,27,0.444,23,0.87,11,28,4,4,17,78,0.449,31,0.419,13,1,11,21,9,4,17
L,90,0.456,38,0.316,25,0.76,11,37,5,3,20,87,0.494,42,0.429,18,0.778,5,30,9,12,13
W,92,0.478,23,0.261,21,0.619,11,33,8,1,16,86,0.442,38,0.237,18,0.889,8,37,9,3,19
L,101,0.356,29,0.241,25,0.76,23,29,12,2,14,82,0.549,38,0.447,7,0.714,7,32,10,11,21
L,96,0.385,44,0.364,16,0.688,13,17,16,5,13,77,0.61,22,0.364,17,0.765,8,42,9,10,23
L,97,0.433,40,0.45,28,0.857,12,27,6,7,10,88,0.477,38,0.368,41,0.805,17,38,4,8,19
W,92,0.446,30,0.367,23,0.957,10,37,9,6,13,89,0.461,31,0.29,21,0.714,10,38,6,2,19
W,84,0.536,34,0.5,21,0.857,6,32,4,4,12,82,0.537,31,0.355,21,0.619,5,30,4,3,14
L,83,0.494,41,0.439,19,0.842,7,31,4,7,16,89,0.494,24,0.5,27,0.926,8,30,9,2,7
W,93,0.419,41,0.39,22,0.864,14,39,7,5,13,89,0.472,38,0.263,19,0.579,7,36,7,5,14
W,97,0.495,51,0.373,13,0.692,12,33,11,5,13,86,0.453,29,0.379,27,0.667,10,33,5,2,17
L,91,0.451,30,0.267,30,0.633,13,36,12,10,18,90,0.433,45,0.333,27,0.741,9,36,11,2,20
L,86,0.5,19,0.263,26,0.654,15,27,7,8,18,88,0.511,28,0.286,14,0.857,12,28,7,5,16
W,102,0.471,34,0.471,5,0.6,8,41,8,7,15,85,0.424,22,0.182,35,0.829,7,38,8,7,17
W,99,0.434,32,0.5,16,0.813,20,29,9,4,10,80,0.55,28,0.321,13,0.692,4,31,5,13,15
W,70,0.6,19,0.526,23,0.87,3,34,8,3,20,87,0.437,34,0.324,17,0.882,10,25,11,3,17
W,86,0.5,46,0.283,27,0.889,12,36,9,5,21,85,0.424,35,0.314,25,0.76,12,26,10,2,17
W,91,0.538,42,0.357,21,0.714,11,39,15,5,14,74,0.378,43,0.233,19,0.895,4,30,9,5,27
W,85,0.435,47,0.298,20,0.85,6,34,9,6,18,90,0.389,38,0.289,30,0.667,12,34,9,5,15
L,88,0.489,24,0.333,32,0.781,11,27,5,5,14,97,0.526,34,0.324,20,0.8,14,34,10,2,15
W,86,0.547,28,0.321,25,0.64,10,32,12,8,14,93,0.473,29,0.276,19,0.789,12,28,5,3,16
W,91,0.516,24,0.375,19,0.947,12,29,6,6,16,89,0.449,38,0.316,24,0.917,16,29,8,5,17
W,89,0.517,29,0.483,20,0.75,8,43,10,1,15,87,0.437,50,0.38,17,0.706,5,33,3,4,15
W,83,0.602,34,0.471,15,0.733,5,40,5,5,19,99,0.434,37,0.324,31,0.548,13,31,13,0,10
L,90,0.456,45,0.333,27,0.852,12,33,13,1,14,86,0.535,47,0.511,15,0.733,8,32,8,5,17
W,93,0.43,34,0.382,18,0.722,14,35,6,13,17,100,0.39,32,0.25,23,0.696,15,36,5,5,13
L,78,0.449,42,0.357,21,0.571,6,30,5,3,13,78,0.474,27,0.333,19,0.789,4,40,10,5,16
W,85,0.529,34,0.353,24,0.875,5,49,5,2,15,105,0.39,34,0.206,10,0.3,13,31,7,2,10
W,85,0.553,35,0.343,35,0.886,8,33,4,0,11,89,0.528,29,0.517,23,0.87,10,25,4,3,12
W,101,0.426,39,0.436,18,0.722,22,38,3,8,13,85,0.4,25,0.28,25,0.8,10,29,4,7,11
W,83,0.53,37,0.351,16,0.75,13,36,7,1,20,80,0.388,31,0.194,22,0.864,11,19,6,3,16
W,90,0.456,46,0.391,19,0.737,12,30,5,6,15,91,0.429,42,0.381,26,0.731,11,30,8,6,11
W,92,0.5,25,0.28,32,0.781,11,39,5,5,15,108,0.444,37,0.216,22,0.818,17,34,11,6,14
L,71,0.479,32,0.438,32,0.844,4,35,10,1,22,85,0.471,36,0.333,24,0.833,8,35,9,2,20
L,83,0.47,42,0.31,27,0.815,10,33,11,8,18,91,0.462,39,0.359,23,0.87,11,31,6,4,13
W,81,0.543,40,0.525,19,0.526,7,28,9,1,13,87,0.414,26,0.269,21,0.857,15,28,4,2,15
W,78,0.513,28,0.464,26,0.654,6,35,5,5,18,90,0.456,36,0.333,21,0.381,8,34,8,7,13
L,87,0.494,35,0.371,13,0.769,7,30,13,3,13,85,0.482,46,0.435,17,0.882,11,35,6,3,17
W,93,0.419,39,0.359,40,0.725,17,40,4,7,11,96,0.469,34,0.324,11,0.818,8,35,5,9,11
L,89,0.461,21,0.238,25,0.8,13,33,6,6,11,77,0.494,28,0.429,22,0.909,6,35,4,7,16
L,86,0.337,28,0.214,32,0.844,14,35,8,4,17,82,0.402,41,0.293,27,0.778,12,33,8,10,15
W,77,0.597,32,0.406,28,0.786,6,38,5,3,10,90,0.422,30,0.333,18,0.722,13,23,4,1,13
W,91,0.56,31,0.516,24,0.667,11,25,6,3,17,94,0.521,30,0.3,28,0.929,12,30,7,6,14
W,91,0.451,50,0.36,20,0.55,12,39,8,3,18,87,0.345,34,0.265,34,0.941,13,32,8,7,16
W,78,0.551,20,0.35,40,0.875,7,37,2,7,16,92,0.467,34,0.324,32,0.75,10,27,9,4,11
W,96,0.427,46,0.326,14,0.714,8,46,6,4,16,98,0.357,43,0.256,32,0.781,10,43,6,4,10
W,92,0.533,28,0.286,32,0.813,7,43,8,8,20,110,0.4,44,0.318,24,0.833,17,36,11,6,16
L,93,0.387,36,0.361,27,0.815,8,31,9,5,10,79,0.506,29,0.379,23,0.783,5,42,4,5,17
W,83,0.578,30,0.4,24,0.917,6,31,7,1,12,84,0.548,26,0.423,12,0.75,7,25,8,6,19
W,81,0.407,30,0.367,24,0.792,10,41,1,1,18,88,0.375,31,0.194,24,0.792,10,33,9,7,13
L,86,0.512,34,0.5,17,0.882,11,30,8,5,19,81,0.543,31,0.516,26,0.654,9,28,4,7,15
L,94,0.457,33,0.364,18,0.833,14,30,8,4,18,82,0.537,28,0.393,31,0.839,7,27,11,9,14
L,93,0.452,35,0.257,17,0.882,12,35,6,5,16,88,0.523,36,0.333,28,0.786,8,32,15,6,11
L,101,0.416,32,0.219,13,0.769,14,31,5,5,9,88,0.545,46,0.457,10,0.9,6,43,4,8,15
W,86,0.512,40,0.525,25,0.84,8,39,5,8,16,92,0.457,42,0.429,17,1,6,34,5,3,17
L,82,0.439,38,0.368,20,0.85,8,34,3,5,15,84,0.44,34,0.235,31,0.774,6,34,12,5,8
L,102,0.304,55,0.218,19,0.947,13,25,9,2,6,75,0.467,22,0.455,24,0.875,9,47,1,19,23
W,85,0.506,33,0.515,24,0.875,12,34,4,6,15,89,0.494,32,0.344,17,0.647,7,30,2,1,12
W,86,0.477,39,0.41,27,0.556,13,39,5,6,14,84,0.429,28,0.429,17,0.824,6,28,7,7,8
W,86,0.512,26,0.269,22,0.773,16,26,5,3,14,66,0.545,35,0.371,22,0.864,4,19,5,4,23
W,91,0.473,38,0.474,12,0.75,7,36,2,8,10,92,0.413,35,0.257,25,0.68,14,37,6,8,11
W,80,0.438,43,0.395,24,0.667,8,26,12,1,12,64,0.531,28,0.429,26,0.808,3,37,8,2,21
W,94,0.596,41,0.488,25,0.84,9,34,9,4,17,81,0.494,28,0.393,33,0.909,3,26,5,3,17
W,79,0.519,32,0.469,26,0.769,9,30,6,3,17,85,0.518,29,0.31,17,0.765,11,27,7,5,19
L,83,0.434,43,0.326,30,0.833,15,34,7,5,21,93,0.473,32,0.344,25,0.76,13,30,10,3,14
L,88,0.409,36,0.389,23,0.826,22,26,3,7,22,88,0.477,35,0.2,24,0.875,14,23,15,7,13
W,88,0.534,45,0.511,16,0.938,5,35,9,3,13,100,0.36,40,0.25,19,0.684,22,31,6,6,19
L,86,0.453,30,0.3,31,0.613,10,30,11,3,14,81,0.506,38,0.368,33,0.788,9,35,6,4,17
W,96,0.479,37,0.27,29,0.828,10,36,15,7,14,98,0.48,30,0.367,21,0.81,10,41,4,6,20
L,77,0.455,31,0.323,43,0.721,11,28,8,2,19,82,0.488,27,0.296,28,0.964,12,30,7,8,17
W,83,0.458,33,0.455,25,0.88,17,25,6,4,15,99,0.485,36,0.389,4,0.5,20,25,9,4,14
L,82,0.415,29,0.207,41,0.78,11,35,4,3,17,92,0.478,20,0.35,30,0.867,13,32,4,4,9
W,91,0.516,37,0.432,19,0.632,9,36,8,2,16,90,0.467,47,0.34,16,0.938,8,35,5,5,18
L,81,0.494,22,0.273,21,0.81,8,28,9,4,19,80,0.6,27,0.481,21,0.81,5,31,11,3,16
L,89,0.449,34,0.5,39,0.692,16,24,6,1,10,82,0.561,24,0.5,34,0.735,11,36,5,4,13
W,91,0.484,27,0.407,20,0.85,12,33,3,2,9,80,0.45,27,0.259,31,0.774,8,33,5,5,13
L,97,0.495,31,0.323,33,0.879,13,22,13,2,13,88,0.625,31,0.548,20,0.9,4,34,9,5,19
W,83,0.482,23,0.174,26,0.808,8,31,12,14,12,94,0.394,37,0.297,23,0.565,18,32,3,4,18
W,86,0.419,40,0.475,21,0.524,9,38,9,6,15,96,0.396,28,0.321,10,0.7,14,37,7,6,17
L,89,0.416,38,0.421,21,0.857,11,39,4,3,14,91,0.429,48,0.375,24,0.875,9,33,6,4,7
W,82,0.5,43,0.442,23,0.739,11,40,4,6,21,94,0.394,35,0.2,29,0.793,16,27,12,8,12
W,88,0.5,36,0.444,20,0.85,6,40,6,8,9,94,0.468,40,0.35,11,0.909,7,35,4,3,12
W,81,0.506,43,0.326,26,0.808,7,33,8,2,11,80,0.45,31,0.419,35,0.771,12,32,6,2,12
W,86,0.488,29,0.276,31,0.871,12,24,13,1,12,79,0.506,36,0.333,18,0.778,10,33,7,4,26
W,93,0.527,41,0.39,21,0.857,9,37,7,5,12,90,0.511,31,0.29,16,0.875,4,33,4,3,12
L,85,0.4,31,0.355,20,0.8,10,36,4,6,18,83,0.482,35,0.457,21,0.667,6,35,9,6,13
W,80,0.55,24,0.333,31,0.806,2,29,10,5,12,89,0.449,24,0.25,27,0.852,12,31,4,2,19
W,82,0.524,33,0.455,15,0.867,9,41,2,4,15,95,0.4,42,0.31,9,0.889,11,27,7,4,11
W,82,0.488,36,0.417,14,0.786,8,36,5,3,15,92,0.402,30,0.267,26,0.731,14,32,6,3,13
